ചോദ്യം,ഉത്തരം
"ഫ്രഞ്ച് ഭക്ഷണശൈലിയിൽ, ജർമ്മനിയിൽ ഉത്ഭവിച്ച, മുട്ടയും പാലും അല്ലെങ്കിൽ ക്രീമും ചേർന്ന കസ്റ്റാർഡ് അടങ്ങിയ പേസ്ട്രി ക്രസ്റ്റിൽ തയ്യാറാക്കുന്ന ബേക്ക് ചെയ്ത വിഭവത്തെ എന്താണ് വിളിക്കുന്നത്?",ക്വിച്ച്
"കരബിനർ, പിറ്റോൺ തുടങ്ങിയ ഉപകരണങ്ങൾ ഉപയോഗിക്കുന്നത് ഏത് കായിക ഇനത്തിലാണ്?",ക്ളൈംബിംഗ്
1914ലെ ‘ബാറ്റിൽ ഓഫ് ടാനൻബർഗ്’ യുദ്ധത്തിൽ റഷ്യക്കാരെ ജർമനിയിൽ നിന്ന് പുറത്താക്കുകയും 1916ൽ ജർമൻ സൈന്യത്തിന്റെ തലവനാവുകയും 1925ൽ റിപ്പബ്ലിക് പ്രസിഡന്റായി തെരഞ്ഞെടുക്കപ്പെടുകയും ചെയ്ത ജർമൻ ആര്?,ഫോൺ ഹിൻഡൻബർഗ്
“വിഷ്പറിംഗ്” ടെഡ് ലോവ് ഏത് കായിക ഇനവുമായി ബന്ധപ്പെട്ടയാളായിരുന്നു?,സ്നൂക്കർ
‘ക്രാഗ്ഗി ഐലൻഡ്’ എന്ന ദ്വീപിലാണ് കഥ നടക്കുന്ന ടിവി സീരീസ് ഏത്?,ഫാദർ ടെഡ്
മീഡിയ ടൈക്കൂൺ ടെഡ് ടർണർ 1991ൽ വിവാഹം കഴിച്ച വ്യക്തി ആര്?,ജെയ്ൻ ഫോണ്ട
ബ്രയൻ ഈനോയ്ക്കു പ്രചോദനാത്മകമായ 3.25 സെക്കൻഡ് ദൈർഘ്യമുള്ള സംഗീതം രചിക്കാനായി ചുമതല നൽകിയ കമ്പനി ഏത്?,മൈക്രോസോഫ്റ്റ്
വിസ്‌കിയിലും സ്വീറ്റ് വേർമുത്തിലും ചേർത്താൽ ‘ബോബി ബേൺസ്’ കോക്ക്ടെയിൽ ഉണ്ടാക്കാൻ ഉപയോഗിക്കുന്ന ഘടകം ഏത്?,ബെനഡിക്റ്റിൻ
ക്വിക്ക്സിൽവർ എന്ന് മറ്റൊരു പേരിൽ അറിയപ്പെടുന്ന ലോഹം ഏത്?,മർകുറി
മൊസാംബിക്കിന്റെ ഔദ്യോഗിക ഭാഷ ഏതാണ്?,പോർച്ചുഗീസ്
"ചെയിറാന്തസ്, എറിസിമം എന്നീ ജനുസുകളിലെ ചെടികളെ പൊതുവെ എന്താണ് വിളിക്കുന്നത്?",വാൾഫ്‌ളവർ
‘കിപ്പാക്സ് സ്റ്റാൻഡ്’ എന്ന ഭാഗത്ത് നിന്ന് നിങ്ങൾക്ക് കാണാൻ കഴിഞ്ഞിരുന്ന മുൻകാല ഫുട്ബോൾ സ്റ്റേഡിയം ഏത്?,മേൻ റോഡ്
ഇറ്റലിയിലെ കാരാറ നഗരം ഏത് ഉൽപ്പന്നത്തിനാണ് പ്രശസ്തമായത്?,മാബിൾ
‘ഹെലിയാന്തസ് അന്നുവസ്’ എന്ന സസ്യം പൊതുവെ ഏത് പേരിലാണ് അറിയപ്പെടുന്നത്?,സൺഫ്ലവർ
‘ജോബിക്’ എന്നത് ഏത് യൂറോപ്യൻ യൂണിയൻ രാജ്യത്തിലെ അഗ്ര വലതുപക്ഷ രാഷ്ട്രീയ പാർട്ടിയാണ്?,ഹംഗറി
"സങ്കീർത്തനങ്ങൾ 6, 32, 38, 51, 102, 130, 143 എന്നിവ ചേർന്ന് അറിയപ്പെടുന്നത് ഏത് പേരിലാണ്?",പനിറ്റൻഷ്യൽ സാൽംസ്
ഹ്യൂമസ് എന്നത് മണ്ണിൽ (ഭൂമിയിൽ) ഉള്ള ഏത് ഘടകത്തെ സൂചിപ്പിക്കുന്നു?,ഹ്യൂമസ്
‘ഹൗിറ്റ്സർ’ എന്ന വാക്ക് ഏത് ഭാഷയിൽ നിന്നാണ് ഉത്ഭവിച്ചത്?,ചെക്ക്
ലാറ്റിൻ ഭാഷയിൽ ‘റോൾ’ എന്നർത്ഥമുള്ള കാറ് നിർമ്മാതാവിന്റെ പേര് ഏത്?,വോൾവോ
ലമ്മാസ് ഡേ വർഷത്തിലെ ഏത് മാസത്തിലാണ് ആഘോഷിക്കുന്നത്?,ആഗസ്റ്റ്
ഏത് കിഴക്കൻ ഏഷ്യൻ സ്വദേശ സസ്യമാണ് ഏറ്റവും പോഷകസമൃദ്ധമായ സ്വാഭാവിക പച്ചക്കറി ആഹാരമായി കണക്കാക്കപ്പെടുന്നത്?,സോയ
ബ്രേക്ക്‌ഫാസ്റ്റ് സീരിയൽ കണ്ടുപിടിച്ചതാര്?,വില്ല്യം കേലോഗ്
"എഡ്വാർഡ് ഹോപ്പറിന്റെ, അമേരിക്കൻ ഡൈനറിൽ ഇരിക്കുന്ന ഉപഭോക്താക്കളെ ചിത്രീകരിച്ച പ്രശസ്തമായ രാത്രി ദൃശ്യമുള്ള പെയിന്റിംഗ് ഏത്?",നൈറ്റ്‌ഹോക്ക്‌സ്
ഗ്രീക്ക് പുരാണത്തിൽ മരിച്ചവരെ സ്റ്റിക്സ് നദി കടന്ന് അടിവാസലിലേക്ക് കൊണ്ടുപോയിരുന്ന കപ്പൽക്കാരൻ ആര്?,ചരോൺ
1985 മുതൽ 1994 വരെ ക്രിസ്റ്റി ബ്രിങ്ക്ലിയുമായി വിവാഹിതനായ ഗായകൻ ആര്?,ബില്ലി ജോയിൽ
2011ലെ ടോട്ടൻഹാം കലാപത്തിനിടെ സുരക്ഷിതമായ സന്ദേശ സേവനം കാരണം ഉപയോഗിച്ച ഫോൺ ബ്രാൻഡ് ഏത്?,ബ്ലാക്ക്ബെറി
ആന്തണി ഹോപ്പ്കിൻസ് പിന്തുണയും ധനസമാഹരണവും നടത്തുന്ന ബ്രിട്ടീഷ് നാഷണൽ പാർക്ക് ഏത്?,സ്നോഡോണിയ
1827ൽ അധികാരമേറ്റതിനു ശേഷം വെറും 199 ദിവസം കൊണ്ട് മരിച്ച ബ്രിട്ടീഷ് പ്രധാനമന്ത്രി ആര്?,ജോർജ് കാനിംഗ്
2003ലെ ‘റൈൽസ്റ്റോൺ വിമൻസ് ഇൻസ്റ്റിറ്റ്യൂട്ട്’ എന്ന സംഘടനയുടെ പ്രവർത്തനങ്ങളെ ആസ്പദമാക്കി പുറത്തിറങ്ങിയ സിനിമ ഏത്?,കലണ്ടർ ഗേൾസ്
1961 വരെ ഇന്ത്യയിലെ തങ്ങളുടെ ഭൂമികൾ കൈവിട്ടിട്ടില്ലാത്ത യൂറോപ്യൻ രാജ്യം ഏത്?,പോർച്ചുഗൽ
മുൻ യു.എസ് പ്രസിഡന്റ് ജോർജ് ഡബ്ല്യു. ബുഷ് 2011 ഫെബ്രുവരിയിൽ തടവുകാരുടെ പീഡനത്തിന് ഉത്തരവിട്ടതിനെ തുടർന്ന് അറസ്റ്റ് ചെയ്യപ്പെടുമെന്ന ഭയത്താൽ യാത്ര റദ്ദാക്കിയ യൂറോപ്യൻ രാജ്യം ഏത്?,സ്വിറ്റ്സർലൻഡ്
"റൂസെവെൽറ്റ്, ചർച്ചിൽ, സ്റ്റാലിൻ എന്നിവർ 1945ൽ ജർമനിയുടെ അന്തിമ പരാജയം ആസൂത്രണം ചെയ്യാൻ കൂടിയ സംഗമം ഏത് സ്ഥലത്താണ് നടന്നത്?",യാൽറ്റ
"1813ലെ പ്രശസ്ത നോവലിൽ ജെയ്ന്‍, എലിസബത്ത്, മേരി, കിറ്റീ, ലിഡിയ എന്നീ സഹോദരിമാരുടെ കുടുംബനാമം എന്താണ്?",ബെനറ്റ്
ചെല്ല് മാസികയുടെ ആസ്ഥാനം ഏത് നഗരത്തിലാണ്?,പാരിസ്
സ്പാനിഷ് കാളയോട്ടത്തിൽ നിന്നു മാതൃകയെടുത്ത പാസോ ഡോബ്ലെ നൃത്തം ഏത് രാജ്യത്തിലാണ് ഉദ്ഭവിച്ചത്?,ഫ്രാൻസ്
ഇഗ്വാന എന്നത് ഏത് തരത്തിലുള്ള മൃഗമാണ്?,റീപ്ടൈൽ
ടോണി ബ്ലെയർ 1997ൽ ബ്രിട്ടീഷ് പ്രധാനമന്ത്രിയായപ്പോൾ എത്ര വയസ്സായിരുന്നു?,നാല്പത്തിമൂന്ന്
സാമുവൽ ടെയ്ലർ കൊൾറിഡ്ജിന്റെ പ്രകാരം “നീണ്ട ചാരനിറ താടിയും തിളങ്ങുന്ന കണ്ണും ഉള്ളവൻ” ആര് ആയിരുന്നു?,ദി ആൻഷന്റ് മാരിനർ
1706ലെ ബാറ്റിൽ ഓഫ് റാമില്ലീസ് നടന്ന മോദേൺ രാജ്യത്ത് ഏത്?,ബെൽജിയം
ബാരാക്ക് ഒബാമ അമേരിക്കയുടെ കൺടിഗ്യുവസ് സ്റ്റേറ്റുകൾക്ക് പുറത്താണ് ജനിച്ച ആദ്യ പ്രസിഡന്റ്. അദ്ദേഹം എവിടെ ജനിച്ചു?,ഹവായി
"2008 ഒക്ടോബറിൽ, ആഗോള സാമ്പത്തിക പ്രതിസന്ധിക്ക് ശേഷം, ഐറിഷ് ബാങ്കുകളെ പിന്തുടർന്ന് എല്ലാ ബാങ്ക് നിക്ഷേപങ്ങളും ഉറപ്പാക്കുമെന്ന് പ്രഖ്യാപിച്ച ആദ്യ രാജ്യം ഏത്?",ഗ്രീസ്സ്
‘ദി ജോൾസൺ സ്റ്റോറി’യും അതിന്റെ സീക്വലും ആൽ ജോൾസൺ അഭിനയിച്ച നടൻ ആര്?,ലാറി പാർക്‌സ്
1912ൽ ഏത് മാസത്തിൽ RMS ടൈറ്റാനിക് ഐസ്‌ബർഗിനെ ആঘാതം നൽകുകയും മുങ്ങുകയും ചെയ്തു?,ഏപ്രിൽ
"വേഗമുള്ള ഒഴുകുന്ന നദികളിൽ കാണപ്പെടുന്ന, ഭക്ഷണം കണ്ടെത്താൻ വെള്ളത്തിൽ ചിമ്മുന്ന ശീലമുള്ള പക്കച്ച птиതി ഏത്?",ഡിപ്പർ
ഏത് ഗെയിം ഷോയിൽ നിങ്ങൾ ഒരു വൗലും വാങ്ങാൻ കഴിയും?,വീൽ ഓഫ് ഫോർച്ച്യൂൺ
യൂറോപ്യൻ ശൈത്യകാല കായിക റെസോർട്ട് ഏത് സ്ഥലത്ത് ക്രെസ്റ്റ റൺ സ്ഥിതിചെയ്യുന്നു?,സന്റ് മോറിറ്റ്‌സ്
ചെച്ച്ന്യാ എന്ന കൊക്കാസിയൻ സംസ്ഥാനത്തിന്റെ തലസ്ഥാനം ഏത്?,ഗ്രോസ്‌നി
1924-ൽ ഓർക്കസ്ട്രൽ കൃതി ‘Rhapsody in Blue’ രചിച്ചത് ആര്?,ജോർജ് ഗെർഷ്വിൻ
"Emmett Brown, Ph.D. എന്ന കഥാപാത്രം ഏത് സിനിമാ പരമ്പരയുമായി ബന്ധപ്പെട്ടിരിക്കുന്നു?",ബാക്ക് ടു ദ ഫ്യൂചർ
ചസ് ബോർഡിൽ കളി ആരംഭിക്കുമ്പോൾ ക്യൂവീൻക്കും ഏറ്റവും അടുത്ത നൈറ്റ് ന്റെ ഇടയിലെയുള്ള പീസ് ഏത്?,ബിഷപ്പ്
"പൊതുവായി 16 പോയിന്റുകൾ ഉൾക്കൊള്ളുന്ന, മാപ്പിലും ചാർട്ടിലും കാർഡിനൽ ഡയറക്ഷൻസ് സൂചിപ്പിക്കുന്ന ആകൃതിയുടെ പേര് എന്ത്?",കോംപാസ് റോസ്
NASAയുടെ മിഷൻ കൺട്രോൾ സെന്റർ ഏത് നഗരത്തിലാണ്?,ഹ്യുസ്റ്റൺ
ഒരു പൗണ്ട് മൂല്യത്തിൽ ഉള്ള പ്രീ-ഡെസിമൽ നാണയത്തിന് നൽകിയ പേര് എന്ത്?,ഹാഫ് ക്രൗൺ
“She was more like a beauty queen from a movie scene” എന്ന വരികൾ തുടങ്ങുന്ന പാട്ട് ഏത്?,ബില്ലി ജീൻ
2009 ചൈനീസ് വർഷം ഏത് year's?,ഓക്‌സ്
ബോട്ട്‌സ്‌വെയ്‌ൻ എന്ന നായ ഉണ്ടായിരുന്ന കവി ആര്?,ലോർഡ് ബൈറൺ
പുതിയ പോസ്റ്റ്‌കോഡ് E20 ഏത് ഡെവലപ്മെന്റിനായി പരിചയപ്പെടുത്തി?,ഒളിമ്പിക് പാർക്ക്
"സ്റ്റാൻഡേർഡ് നിബന്ധനകളിൽ, എല്ലാ ലോഹ ഘടകങ്ങളിലെയും ഏറ്റവും ചെറുതും കുറഞ്ഞ സാന്ദ്രതയുള്ളത് ഏതാണ്?",ലിഥിയം
"ക്വെന്റിൻ ടാറന്റിനോ സംവിധാനം ചെയ്ത, ആദ്യം ഒരൊറ്റ ചിത്രമായി രൂപകൽപ്പന ചെയ്തിരുന്ന രണ്ടു സിനിമകളുടെ കൂട്ടം ഏത്?",കിൽ ബിൽ
സ്റ്റージ്ജോർജ്സ് ചാനൽ ഭൂഖണ്ഡ ബ്രിട്ടണിനെ എവിടെയോ വേർതിരിക്കുന്നു?,അയർലൻഡ്
ഫാസ്റ്റ് ഷോയിൽ ഏത് മാനേജർ പ്രത്യക്ഷപ്പെട്ടു?,റൺ മാനേജർ
പ്രാചീന ഈജിപ്തുകാർ ഉപയോഗിച്ച പേപ്പർ പോലെയുള്ള എഴുത്തുപാധി ഏത്?,പാപിറസ്
ബിൽ ക്ലിന്റന്റെ വൈസ്-പ്രസിഡന്റ് ആര്?,ആൽ ഗോർ
1989-ൽ മാർചിയോണസ് പ്ളെഷർ ബോട്ട് കൂട്ടി മറിച്ച ടെയിംസ് ഡ്രെഡ്ജർ ഏത്?,ബോബ്‌ബെൽ
നമ്മുടെ സോളാർ സിസ്റ്റത്തിൽ ഏറ്റവും ദൈർഘ്യമേറിയ വർഷം (164 ഭൂമിയർമ്മങ്ങളുള്ള) ഉള്ള ഗ്രഹം ഏത്?,നെപ്ച്യൂൺ
റിവർ ടോറൻസ് സമീപമുള്ള ഓസ്ട്രേലിയൻ സ്റ്റേറ്റ് ക്യാപിറ്റൽ ഏത്?,അഡലെയ്ഡ്
പാരോട്ടിഡ് ഗ്രൻഡുകൾ പുറത്തുവിടുന്ന ശരീര ദ്രവ്യം ഏത്?,സ്ലൈവ
"1893-ലെ അമേരിക്കൻ Nix v Hedden കോടതികേസ്, പരമ്പരാഗത ഉപയോഗത്തെ അടിസ്ഥാനമാക്കി, ചേരുവയായി കണക്കാക്കുന്നത് ഏത് പച്ചക്കറിയായും പഴം അല്ലാതെ?",ടൊമാറ്റോ
"ഗ്രീക്ക് പൗരാണിക കഥകളിൽ, അൽഗയ, താലിയ, യൂഫ്രോസിനെ മൂന്നു എന്താണ്?",ഗ്രേസസ്
അന്ന സെവെൽ എഴുതിയ ഏക പുസ്തകത്തിന്റെ പേര് എന്ത്?,ബ്ലാക്ക് ബ്യൂട്ടി
ഒരു ‘ലസ്ട്രം’ എത്ര വർഷത്തെ കാലയളവിനെ സൂചിപ്പിക്കുന്നു?,അഞ്ചു
കൊറോണേഷൻ സ്ട്രീറ്റിൽ ‘ഡോജി’ എഴുത്തുകാരൻ മെൽ ഹട്ട്സ്‌റൈറ്റ് അഭിനയിച്ച നടൻ ആര്?,സാർ ഇയാൻ മക്കെല്ലൻ
1960-70 കളിലെ ഡേവിഡ്ബ്രൂം വിജയകരമായ മത്സരപ്രവർത്തനം നടത്തിയ കായിക ഇനം ഏത്?,ഷോ ജമ്പിംഗ്
"കോംഗോയിൽ ആദ്യം പിറന്ന, അസാധാരണമായ യോഡൽ പോലുള്ള ശബ്ദം ഉത്പാദിപ്പിക്കുന്ന ‘ദി ബാർക്ലെസ് ഡോഗ്’ എന്നറിയപ്പെടുന്ന നായ ഏത്?",ബാസൻജി
ഈ വർഷം ബക്കിങ്ഹാം പാലസിൽ ഡയമണ്ട് ജൂബിലി കോൺസർട്ട് സംഘടിപ്പിക്കുന്നത് ഏത് ബാൻഡ് അംഗം?,ഗാരി ബാർലോ
ബാരാക്ക് ഒബാമ സെനറ്റർ ആയിരുന്ന സ്റ്റേറ്റ് ഏത്?,ഇലിനോയിസ്
"പ്രസിദ്ധ WWII പ്രചാരണ പോസ്റ്ററിന്റെ പ്രകാരം, നിങ്ങൾ ഒറ്റക്ക് യാത്ര ചെയ്യുമ്പോൾ, നിങ്ങൾ എന്ത് ചെയ്യണം?",ഹിറ്റ്ലറുമായി യാത്ര
ഹെപ്റ്റത്ത്ലോൺ എത്ര മത്സരങ്ങൾ കൊണ്ട് രൂപപ്പെട്ടിരിക്കുന്നു?,ഏഴ്
‘Three Flavours Cornetto Trilogy’യിൽ സൈമൺ പെഗ്-യുമായി സഹഅഭിനയിച്ച നടനും കോമേഡിയനും ആര്?,നിക്ക് ഫ്രോസ്‌റ്റ്
ഫോറിൻറ് എന്ന നാണയം ഉപയോഗിക്കുന്ന യൂറോപ്യൻ രാജ്യം ഏത്?,ഹംഗറി
ബ്രിട്ടീഷ് രാജ്ഞി എലിസബത്ത് II-യുടെ ഏത് മകൻ 1960 ഫെബ്രുവരി 19-ന് ജനിച്ചു?,പ്രിൻസ് ആൻഡ്രു
എൽവിസ് പ്രിസ്ലി പാട്ട് ‘Blue Suede Shoes’ എഴുതിയത് ആര്?,കാർൽ പെർക്കിൻസ്
"കോപ്പ് ഒരു ദീർഘ ആഘോഷ ക്ലോക്ക്, ഏത് തൊഴിലാളി വിഭാഗത്തിലെ അംഗം ധരിക്കുന്നു?",ക്ലർജി
പുരുഷകുതിരയും സ്ത്രീ തവളയും ചേർന്ന മൃഗത്തിന്റെ സംയുക്തം ഏത്?,ഹിന്നി
2003-ൽ യുകെയിലെ ഏത് റീട്ടെയ്ലർ ജോബ് സെന്ററുകളിൽ ജോലി പരസ്യം നടത്താനുള്ള നിയമ പോരാട്ടത്തിൽ വിജയിച്ചു?,ആൻ സമേഴ്സ്
വില്യം ഹെർഷൽ കണ്ടെത്തിയ ഗ്രഹം ഏത്?,യൂറാനസ്
"20-ാം നൂറ്റാണ്ടിലെ കലാസഞ്ചാരം, അമേരിക്കൻ ചിത്രകാരനായ റോബർട്ട് ഹെൻറി, ജോർജ് വെസ്‌ലി ബറോസ് എന്നിവരുമായി ബന്ധപ്പെട്ട്, ദരിദ്ര നഗര പ്രദേശങ്ങളിലെ ദൈനംദിന ജീവിതം ചിത്രീകരിക്കാൻ ശ്രമിച്ച കലാസഞ്ചാരം ഏത്?",ആഷ്‌കാൻ സ്കൂൾ
റസൽ ഹാർട്ടി അഭിമുഖീകരിക്കുമ്പോൾ പ്രശസ്തമായി ‘ആക്രമിച്ചത്’ ആര്?,ഗ്രേസ് ജോൺസ്
1419AD മുതൽ ഗ്രിമാൽഡി രാജവംശം ഭരിച്ച പ്രിൻസിപാലിറ്റി ഏത്?,മോനാകോ
"ആൺകുട്ടികളുടെ പേരായിട്ടും, സാധാരണയായി പെൺകുട്ടികളുടെ പേരായിട്ടും, ജെ.എം. ബാര്രി നാടകത്തിലെ പീറ്റർ പാന്റെ സുഹൃത്തിന്റെ പേരായി പ്രശസ്തമായത് ഏത്?",വെൻഡി
ലേക്ക് ഡിസ്ട്രിക്റ്റ് ഏത് ഇംഗ്ലീഷ് കൗണ്ടിയിൽ സ്ഥിതിചെയ്യുന്നു?,കംബ്രിയ
"1964ലെ മേരി പോപ്പിൻസ് ചിത്രത്തിൽ, മേരി ജോർജ് ബാങ്ക്സിന്റെ നിയമകയായിരുന്ന ജോർജിന്റെ തൊഴിൽ ഏത്?",ബാങ്കർ
2010 ജനറൽ ഇലക്ഷനിൽ ആദ്യത്തെ മൂന്നു തെരഞ്ഞെടുപ്പ് മണ്ഡലങ്ങൾ ഫലം പ്രഖ്യാപിച്ച നഗരം ഏത്?,സൺഡർലാൻഡ്
2011 ജനുവരിയിൽ ഹാർബിൻ ഇന്റർനാഷണൽ ഐസ് ആന്റ് സ്നോ ഫെസ്റ്റിവൽ ഏത് രാജ്യത്ത് നടന്നു?,ചൈന
വ്രൈറ്റ് ബ്രദേഴ്സ് ആദ്യ പറക്കൽ നടത്തിയ സ്ഥലം നോർത്ത് കരോലിനയിൽ ഏത്?,കിറ്റി ഹോക്ക്
100 യൂറോ നോട്ടിന്റെ നിറം എന്ത്?,ഗ്രീൻ
1996-ൽ ഫ്രാങ്കി ഡെറ്റോറി ഏത് റേസ്കോഴ്സിൽ കാർഡിലെ എല്ലാ ഏഴ് റേസുകളും ജയിച്ചു?,ആസ്കോട്ട്
"ബ്രയൻ ആഡംസിന്റെ ‘(Everything I Do) I Do It For You’ 1991-ൽ 16 ആഴ്ചകൾ നമ്പർ വൺ ആയി തുടരുമ്പോൾ, U2-യുടെ ഏത് സിംഗിൾ അത് നമ്പർ വൺ-നിന്ന് താഴ്‌തള്ളി?",ദി ഫ്ലൈ
"1990 ഫെഫാ വേൾഡ് കപ്പ് ഫൈനലും 2014 ‘റിപീറ്റ്’ കളി, ജർമനി അർജന്റീനയെ 1-0 ന് തോൽപ്പിച്ചതുമായ വ്യത്യാസം നിർണ്ണയിക്കുന്ന വാക്ക് ഏത്?",വെസ്റ്റ്
FAI പ്രതിവർഷം Leonardo da Vinci Diploma ഏത് മേഖലയിൽ നൽകുന്നു?,പാരാഷൂട്ടിംഗ്
‘La Stupenda’ എന്നറിയപ്പെട്ട ഓപ്പറ സിംഗർ ആര്?,ജോാൻ സദർലാൻഡ്
"Serve, dig, spike എന്നീ പദങ്ങൾ ഉപയോഗിക്കുന്ന കായികം ഏത്?",വോളിബോൾ
ബ്രിജിറ്റ്ബാർഡോയുടെ ആദ്യ ഭർത്താവ് ആര്?,റൊജർ വാഡിം
പാരിസിലെ റോമൻ പേര് എന്തായിരുന്നു?,ലുട്ടീഷ്യ
മിക്കി മാന്റിൽ ഏത് കായികത്തിൽ താരമായിരുന്നു?,ബേസ്‌ബാൾ
"ന്യൂസീലൻഡ് സ്വദേശിയായ ഏകദേശം 70 സ്പീഷീസുകളുടെ കീടം, 100 mm വരെ വളരുകയും (കാലുകളും ആന്റേനകളും ഉൾപ്പെടാതെ) 20-30 g ഭാരമുള്ളത്, എന്താണ്?",വെറ്റ
1868 നവംബർ 27-ന് നടന്ന Battle Of Washita River യിലെ വിജയി നേതാവ് ആര്? അദ്ദേഹം 1876 ജൂൺ 25-ന് 36 വയസ്സിൽ മരണപ്പെട്ടു.,ജോർജ് കസ്റ്റർ
‘Ranarium’-ൽ വളർത്താവുന്ന ജീവികൾ ഏതൊക്കെ?,കൈകോഴി
ബ്രയാൻ ഫെൽപ്സ് ഏത് ഒളിമ്പിക് കായികത്തിൽ പങ്കെടുത്തു?,ഡൈവിംഗ്
“Don’t change horses in mid-stream” എന്ന മുദ്രാവാക്യത്തോടെ വീണ്ടും തിരഞ്ഞെടുക്കപ്പെട്ട യു.എസ് പ്രസിഡന്റ് ആര്?,എബ്രഹാം ലിങ്കൺ
2002-ൽ JJB Sports വാങ്ങിയ സ്പോർട്സ് ലേബലിന്റെ പേര് എന്തായിരുന്നു?,പാട്രിക്ക്
‘Never Knowingly Undersold’ എന്ന് പരസ്യമിടുന്ന റീട്ടെയ്ലർ ഏത്?,ജോൺ ലൂയിസ്
All My Sons (115000)യും The Misfits (1961)യും എഴുതിയ നാടകകാരന് ആര്?,ആർഥർ മില്ലർ
"ജക്കമാർസ്, ബാർബറ്റ്സ് എന്നിവ ഏത് ജീവികളാണ്?",പക്ഷികൾ
റോവൻ ആൻഡ് മാർട്ടിൻസ് ലാഫ് ഇൻ-ൽ ജർമൻ സൈനികന്‍റെ പങ്ക് ഏത്?,ആർട്ടി ജോൺസൺ
Felidae കുടുംബത്തിലെ Panthera pardus-ന്റെ സാധാരണ പേര് എന്ത്?,ചിത്തിരപ്പുലി
"Twingo, Captur മോഡലുകൾ നിർമ്മിക്കുന്ന മോട്ടോർ നിർമ്മാതാവ് ആര്?",റീനോ
"ഏലക്സാണ്ടർ പാർക്ക്സ് 1856-ൽ കണ്ടുപിടിച്ച, ആദ്യം Parkesine എന്ന പേരിൽ അറിയപ്പെട്ട ആദ്യ തെർമോ-പ്ലാസ്റ്റിക് എന്ത്?",സെല്ലുലോയിഡ്
2014 ഏപ്രിലിൽ ചെലവു കൂട്ടി ആരോപണത്തിന് ശേഷം കലാ സെക്രട്ടറി ആയി രാജി വെച്ചത് ആര്?,മാരിയ മില്ലർ
1922-ൽ എൺസ്റ്റ് ഷാക്കിൽടൺ മരിച്ചത് ഏത് കപ്പലിൽ?,ക്വസ്റ്റ്
Nirvanaയുടെ പ്രശസ്ത ഗാനം “Smells Like Teen Spirit”. Teen Spirit എന്താണ്?,ഡിയോഡറന്റ്
ക്രിസ്റ്റഫർ കോളംബസിന്റെ യാത്രകൾക്ക് സഹായം നൽകിയ സ്‌പാനിഷ് രാജ്ഞി ആര്?,ഇസബേല്ല
ക്രൈം ഡ്രാമ ‘Death in Paradise’-ൽ ഡിറ്റക്റ്റീവ് ഇൻസ്പക്ടർ റിച്ചാർഡ് പൂൾ പ്രവർത്തിക്കുന്നത് ആരാണ്?,ബെൻ മില്ലർ
2015 ഓസ്കാർ ബെസ്റ്റ് സപ്പോർട്ടിംഗ് ആക്റ്റ്രസ് വിജയിച്ച പാട്രിഷിയ ആർക്ക്വെറ്റ് Olivia Evans ആയി അഭിനയിച്ച ചിത്രം ഏത്?,ബോയ്‌ഹുഡ്
‘Elevator music’ നിർമ്മിക്കുന്ന പ്രശസ്ത കമ്പനി ഏത്?,മ്യൂസാക്
പ്രിൻസസ് ഡയാന ജനിച്ചത് ഏത് ‘റോയൽ’ ഗ്രാമത്തിൽ?,സാൻഡ്രിംഹാം
"ബൈബിളിൽ, Jacob-ന്റെ പിതാവ് ആര്?",ഐസക്ക്
1918-ൽ വെയ്മാറിൽ വാൾട്ടർ ഗ്രോപിയസ് സ്ഥാപിച്ച ആർട്ട് മൂവ്‌മെന്റ് ഏത്?,ബൗഹൗസ്
റഷ്യൻ സ്പേസ് മിഷനുകൾ ആരംഭിക്കുന്ന കസാഖ്സ്താനിലെ കോസ്മോഡ്രോം ഏത്?,ബൈകോനൂർ
വാഷിങ്ടൺ സംസ്ഥാനത്തിന്റെ തലസ്ഥാനം ഏത്?,ഓളിമ്പിയ
"Zonker, Boopsie, Roland Hedley എന്നിവ ഏത് കോമിക് സ്ട്രിപ്പിൽ പ്രത്യക്ഷപ്പെടുന്നു?",ഡൂൺസ്‌ബറി
"Orsino, Duke of Illyria, ഏത് ഷേക്സ്പിയർ നാടകത്തിൽ പ്രത്യക്ഷപ്പെടുന്നു?",ട്വെൽഫ് നൈറ്റ്
റഷ്യയിലെ അവസാന ചാർ ആര്?,നിക്കോളസ് II
Henry VIII-ന്റെ കത്രീൻ ഓഫ് അരഗോൺ വിവാഹം റദ്ദാക്കിയ കാന്തർബറി ആർക്ക്ബിഷപ്പ് ആര്?,തോമസ് ക്രാൻമർ
യു.എസ്-യിലെ ഏറ്റവും ദൈർഘ്യമേറിയ നദി ഏത്?,മിസ്സോറി
"പുരാണകഥപ്രകാരം, സ്വിഫ്റ്റ്-ഫൂട്ടഡ് ഹണ്ട്രസ്, സ്വർണ്ണ സേപ്പ് പിടിക്കാൻ നിർത്തിയപ്പോഴാണ് റേസ് നഷ്ടം കാണിച്ചത്?",അറ്റലാന്റ
"1845-ൽ HMS Erebus, HMS Terror-ൽ ഇറങ്ങിയ ദുരിതകരമായ യാത്രയ്ക്ക് നേതൃത്വം നൽകിയത് ആര്?",സാർ ജോൺ ഫ്രാങ്ക്ലിൻ
